Id,Predicted
61290,318658.3115346668
184569,594919.3341624269
169996,415150.0166000318
7026,394149.6710378841
128356,367607.37024743843
134501,513608.600223042
163406,583218.7331366027
56796,403022.3337637698
174870,702478.6242758161
142554,517215.65124079166
59547,264585.58723084023
143113,454051.09138644376
154091,510819.73938115395
61191,534529.1010985274
135899,436711.4355961592
172405,582912.1984851721
184121,576466.8580289365
1063,356321.05490225716
6348,326801.70997757383
79995,558309.5556768632
50573,368689.50207452633
79894,436082.22850610514
113553,367571.3673622302
31931,361169.9082723142
86645,377443.2429025085
123780,389609.9912884113
142940,485852.41247572686
138987,521510.5700680594
41502,246726.51601228284
100104,548378.5271742283
83570,451083.83978296246
181648,654534.5799392351
68406,446921.72748094203
114567,323365.1793315401
5470,403038.79870287754
176926,820966.7956629873
173013,476806.8437020246
110219,398088.97805369116
52178,221155.48071112594
120569,489851.5409078457
132710,466246.26616158546
10478,426715.88737585855
100309,777146.3093520843
76446,353182.42806733784
140674,422810.21910476155
122786,555173.1502917744
66214,422886.3693320077
120240,284961.94518353674
113802,358797.4524796868
169747,530332.9985237758
45819,404858.0889195453
36170,310911.411632992
84049,461712.91530059977
104675,341431.5130035636
66165,828953.3632087546
92499,362248.9685638854
107783,537209.1047297597
148441,495985.69929597725
12344,280014.6987646851
93256,552494.9491929036
48139,472223.4023577623
101908,344974.93067183567
134084,417607.1679794807
17216,270479.64771870023
185201,622439.1227915634
185016,646579.6713913808
25318,337632.55088319036
65253,310839.0630971897
57696,251118.6853371812
30939,313453.60509938945
128338,366475.9632397328
104156,417262.4502952461
41455,362237.7148984327
126390,357915.4169468645
165803,492872.05095366674
108253,356399.1139750851
15221,182837.0629912169
129322,355610.0447952534
86142,638102.7189070306
150957,469079.97525004984
97028,400277.13092066883
3219,364924.40355408564
172533,488748.7064086026
147313,478780.3039301842
168865,449859.8683697314
138278,470350.5788448386
82280,284651.1030078866
4380,300968.2129074137
4327,581869.9715716784
109861,422979.1696413815
45273,512358.6166280684
102888,756270.5681688315
77664,436911.00086085167
58355,317673.8789450662
91308,293711.9889230594
169692,482877.97099983785
154931,560774.1064948617
123897,449910.2306844408
43550,460339.1550826397
94084,409695.1084720354
63629,355005.6462091437
163153,462935.32160157996
165076,695733.4517545663
55701,339855.90724380576
19310,372109.2802975728
18205,375448.63784264954
59608,468382.06589672156
60785,508534.6035511001
51513,317199.7144732106
145397,414689.42409441073
101693,429150.08767607977
164688,482794.7207326307
82863,319512.28570935206
1754,294092.8093555365
5376,384909.7673796342
130074,500875.00339333835
102843,714353.5458285853
29760,335155.18475106783
130642,379701.02395262115
31347,466834.17676359374
24205,303893.60596293607
165100,439756.4660953964
81514,478677.46726896946
116369,590438.8860864235
84639,345305.01797042694
97982,479048.4297914027
91083,749041.9326285627
149132,595748.3665506846
41826,426729.8311750442
52033,242265.76103083417
21665,297249.80909061764
62257,238134.16784518893
10102,375408.4528704889
23904,327065.64240013796
179693,837947.5213374151
144227,805812.3872806622
120211,354843.5747125943
173440,432153.55754209816
46749,413563.7548184943
96942,528166.7710245929
183177,481510.53835481073
35398,320726.4093942602
30263,314952.17866861215
48194,356199.5233801893
129424,489907.563677564
110123,417799.9813273266
60370,543116.0353336569
33837,451447.7307709027
108049,513024.08719676017
78656,465556.77291701554
7172,302185.826532561
66304,392208.2266908032
78058,379406.77959855483
176324,682871.4353751964
165880,530848.977115107
93902,351678.8768769924
116039,333754.8792797356
151166,471310.04189194826
40210,282867.46521438926
98367,365928.9847887462
160925,490539.3177873805
104371,536385.4442436112
78415,675855.2349963065
83660,511732.1754852219
121434,558285.3310993763
78336,606389.3408449696
52510,420056.4421147484
64261,385243.5250298568
97749,444123.4213394525
172084,495984.4444290608
52569,280336.4971055201
57400,423053.6755260796
169875,575294.8387511023
58398,408067.0147371796
183622,673733.8375860243
48753,518690.8893432257
130190,602286.4838809123
108466,361002.86287568486
157786,544736.2444440186
95190,366249.3379036128
87452,475720.76705895644
142203,494875.754087684
130773,623573.788164629
168853,433986.96347130265
64684,386963.4315917982
57446,329215.2492893729
153747,372608.6938628586
159666,431852.41869751224
71555,405438.2043167736
134319,745746.599334528
93943,409377.74061830586
109872,558292.9683033873
177223,682503.2852252666
93784,586336.3560362713
6380,313338.3655032632
132297,399389.0485519898
125110,500462.8876143521
36843,345669.4223683024
121955,368183.35954564135
82973,521366.0973073579
103986,364058.16683613765
97824,394467.3162014138
64151,409802.04873605917
165946,436917.3784820257
159307,438474.665283928
131434,364833.06982140976
8556,543610.6810895246
37868,388984.6169805038
14032,292979.18759890395
21341,401039.5201733133
135288,536676.7366837147
50116,244922.33962801605
97940,455389.51929203933
162134,470031.536385112
166998,477398.34311030206
137392,507825.95374987484
1460,337118.1015667011
171905,786146.5138232831
175067,576560.7309382494
172514,585694.6802785893
17738,274312.5054736672
67047,381295.778303703
124014,528608.5459617919
185762,707614.5600853582
1311,302957.7322207722
119140,609747.6517154637
142546,507807.07259359874
114400,351768.57715375675
22406,492670.1040395836
92766,541963.033164226
60485,433464.2035115295
91648,454136.61702838575
132526,771358.923697042
25180,396489.1911071427
48904,254798.18469573284
146550,438076.1211935488
19407,567870.909713357
47699,297529.8348906678
2620,304785.70913547184
174106,562913.0364387849
112846,495630.3934874099
83926,452565.0512693443
64285,427016.26153649366
5733,323629.6128603474
87638,543656.5988506904
53604,317072.78413620486
53244,438596.69790188683
82872,345371.7929418187
66096,660904.1749034165
173642,382796.1226451641
145405,438806.9873337859
90156,536810.0952740109
180075,636616.2092136226
5153,266987.79963417945
134959,514932.6219170918
64342,406589.48474246555
51154,411881.1194811878
40845,282616.81111100735
170881,770519.6150804091
106257,718544.8791126139
114464,241671.12426416617
97370,436804.5702160456
172227,497582.82643329824
151941,476807.69774915365
107035,439602.82120268245
135274,430406.4955352243
169795,576091.3235496066
83718,409298.05010410066
42632,177120.97952076665
68198,414015.4959120556
112707,426657.52475290885
36740,371411.1500341636
42954,323555.7931543313
5921,266598.3822637775
40850,256096.0761714256
44668,303247.42606039206
21263,331022.9036732598
162241,564993.0693719954
81902,449321.3409070356
169151,599521.9499497961
154334,456845.7478814828
59218,361182.4758224343
37714,336629.0436796792
106222,476940.11957206996
139069,494859.8221142811
4425,424870.65514694847
140007,434455.73291054607
90024,376441.42587857135
153101,421656.59621242364
37538,289602.1850377382
32399,333642.2913347627
38946,322857.3131353846
151272,447560.12787668116
95430,532906.7465234257
101750,624397.2753437991
16356,279656.18782374205
131496,460385.87049485627
167864,471245.4927531605
17832,360883.13837030646
106738,380824.7281141998
33431,303161.47150469705
164505,537092.2683280742
47565,447343.1016276488
99660,586620.5675856237
20200,326619.0894156265
28507,468565.57854214194
43495,425963.5432368774
23794,388398.677884151
40297,351469.80329420755
53944,543417.884035001
11040,693692.5550423332
106585,461629.9614115361
70050,682277.2342367141
75026,496796.4270708518
142562,545380.1015903094
113332,451695.6343491802
104548,666079.8761643057
159065,519206.26468707883
157589,536919.6195831654
26850,312947.70388944936
83917,379947.0005131585
124331,409291.24576176086
58018,231954.11202252173
163913,603475.8182241555
109105,483468.6082672024
97862,447780.97572263266
16478,312483.7086877066
35187,318681.7581995938
25446,408475.5543828294
47828,438310.49013276515
123220,447641.8514764335
16366,315502.29739024653
144449,421833.89644427015
39920,280243.8152343725
160888,418997.75366017304
47978,284464.0268758929
14331,327194.5318427947
60334,314395.99840613035
49737,245685.91856966304
98533,339231.61497806374
38375,298874.30935488106
176978,741068.4627783536
60474,486505.6733906929
163806,567732.7346695075
4654,346384.7633315261
130912,402593.3925311237
115098,458591.1929916024
56214,265894.68096433405
63720,290597.9817577321
143496,590858.1124460342
33941,375276.4449019374
66720,299015.3655367801
29518,194956.59678056254
68026,552451.2044162628
161546,537349.9277843792
118804,355723.1979255557
126852,431774.60471351806
102392,388203.5721473866
49738,222566.86297539857
49424,397709.57106890227
18184,346379.3892450342
5408,391629.57335846516
157571,512156.4670504667
111705,663241.4567701767
179891,678655.2880907926
76587,287901.83849952614
2629,337816.5816293451
119008,425589.883296605
128414,316704.4015287548
162481,414827.3193375162
39075,396508.9222706745
113444,558914.6130602135
58984,539497.2332724449
134087,417900.3891158237
27723,267149.0185600622
61426,877463.0138362239
26496,292047.1338423111
8183,375182.11381680315
96508,403461.4218284306
56072,390083.6247842398
77192,409231.86546460714
84054,506309.81840360595
55624,325195.21407847456
163711,435662.1644584761
29219,485209.3379489981
81813,447070.09501732833
181000,742201.8552487094
143894,465402.84522597806
141800,514479.8693464622
30009,302893.81680839765
45917,258752.92116547833
14425,363737.93716140074
23268,299929.0967127938
1284,215659.64002463245
69986,742956.345801907
134779,431131.64461926435
78114,435245.1381494738
128833,439138.23243491206
129335,455205.9242151433
56632,389298.3171177491
46967,288879.0617337176
146611,343270.2668903334
37748,289110.6659332901
156600,453025.9198584386
105167,355779.79946474126
35572,247671.83575617796
154900,548849.3214290879
68778,436787.39632382564
40761,618331.6191710118
76922,373469.5128876392
57737,254947.12040762056
63946,436818.5991225434
111235,373218.7303378799
114882,484399.7860983786
12676,249750.90194192168
138376,439659.9439235461
90637,393145.81407699303
184522,648690.1381620879
92974,338223.96499988413
8857,307559.27913472033
27895,300784.5196294078
156181,594178.6580050746
41834,499242.85323886573
157391,547890.8597585398
143702,385381.1107493885
185912,946682.5056763617
11229,286548.3675362655
41300,332018.77621234837
72247,355078.99189103325
83180,509306.79030165984
148335,468026.47730715683
7890,391005.91599184624
135138,458194.43338441843
27131,322897.3502567725
166558,616045.1650500456
131032,414595.0087935608
74357,442053.1293809879
156049,369737.1659568495
69414,775104.946990958
97276,369102.86807968304
82842,358797.4673383883
148527,490332.8070280831
144752,506055.4713048391
18175,343601.5448896176
11905,277242.2507167263
171029,481535.60899509303
59320,466489.26697364403
84110,387576.10214886634
78965,819460.3213640961
85951,560087.0883758834
163141,461186.06693956617
109999,434564.13346936763
147801,389499.8530210687
139213,435754.7435144841
126460,661569.2503188398
28015,326163.5089372992
181431,673302.9197752725
52696,706240.0095523944
50605,325290.0480514779
165242,501409.08629540104
48813,217705.54661705537
110483,579428.3163424905
89306,338078.1902120181
133442,384176.0321015409
65829,590952.3181215121
87579,401189.1744361125
91465,472386.8727673098
73701,504358.582078478
15530,379066.65146251
18230,481210.9681022583
97193,509514.93832003715
166625,582960.4074625471
33195,419722.8321619685
136148,498109.0836595099
165033,666124.0650650775
21315,367558.49380174937
91814,287627.9362247938
16891,455728.57451595116
107918,648604.4672942758
79471,432811.94147317123
21862,482697.53835049324
67991,468649.96013607894
165486,512962.2761788658
63600,435572.6724310078
110049,333149.38342549966
112307,338243.3587089494
10157,318672.89551861846
74635,466923.88232087286
25784,451161.67751538724
107059,483145.34555007855
30356,412513.5513792389
87516,701940.9799265134
10936,548751.6405505924
88543,603045.5301308034
139877,431863.920178283
42424,470928.1823230444
52670,624353.6056635339
166867,478634.46019006585
101107,476237.58654120937
76199,507239.1461870555
80888,297372.07372586324
9911,319547.8545243046
156640,451181.654342019
102356,531676.3753718453
48860,349183.73384164576
102849,756747.1856665958
138105,468327.3937788886
117983,446866.070169673
93922,386794.89390332595
46238,404410.21517727704
59022,650853.70994656
106646,459667.3677067698
120040,467958.0057062805
126172,342619.1632328389
168000,591027.2486182947
80749,403147.3761377843
131491,487167.696178534
112112,589026.3400247281
47501,309752.7047175033
13728,226871.07603587274
101768,364078.45386699867
6316,306016.53412541177
126098,803267.7607285236
165,301993.1601038353
19524,449123.4177476274
150677,447099.6185512206
59379,401004.80578840117
74454,332667.5993828979
175450,690648.8853258329
89244,741638.3511840424
116506,437099.0428590456
147339,458557.8939202129
74001,725257.0476761865
90922,405873.95124040754
1820,444714.7677970493
110186,249913.09809526574
62682,390977.4970898024
89581,470363.5672340611
137848,415008.4359163936
161798,432334.46466583206
170742,479553.6781945451
82918,459054.40182910644
37679,264713.71787561034
154926,455387.81362707325
149598,291049.38534998865
44725,293857.7907966656
90766,559475.4647036784
148899,415476.8344427513
126592,361029.56959600735
157908,385945.86567547295
113713,447502.9861463708
148870,667680.0941286986
165510,474170.21032949165
101470,344403.17557736184
51743,342338.9738327939
27173,190161.9107433171
27812,352318.54407032195
95488,314078.60134053254
173154,655977.7877560693
121352,393061.41763657256
143803,430345.9866880977
63373,322318.4667211968
1386,329375.4820554907
163514,512142.5886879838
35643,297305.2718720042
120579,550689.3554800528
128369,366506.34386062215
141816,474568.740898062
161838,518916.88226039754
71069,384843.8186296973
77131,437040.91817112645
17667,355814.05384730553
52148,427928.04464402626
72854,592535.0328449365
102035,468946.76416882133
111359,392781.3058394375
17719,362030.970265254
123306,326285.4334656852
161864,764744.558843316
180849,583247.9828347559
160993,469871.68681945885
162321,354862.0907974216
46481,269642.86005051056
79814,422733.7443497032
137789,589633.3664811059
54212,279952.2519994568
33512,326959.71158482385
57246,689020.2412381074
183567,644769.9800576075
126709,482550.009435786
38938,345938.97601243446
31497,407159.46063737094
43094,369488.6481102413
40278,325279.68220818334
174057,637889.491030851
88538,612921.9278469887
78488,678544.6072766194
170729,595982.6091652329
173992,545013.7669525889
60975,341888.1531562925
54718,261448.3094519621
178130,677836.0927639604
133730,419296.91714480205
70033,716150.3774224019
43395,611101.1252530832
142569,475872.96341435326
25880,280012.50541260524
139537,400674.3185096382
3465,334561.45346635836
40735,541905.2609236161
162957,480799.702760575
83356,518433.557057809
32897,308062.99230045604
49245,276962.9632079797
60337,317835.0704686622
139769,637231.4123270538
52326,366680.73838499427
162813,816768.0714422739
180789,559058.2035044198
49386,411372.13474010973
33541,307948.7143877408
159352,468282.2413738297
42027,371582.2393245283
155370,455671.8823469781
143725,492369.717883215
131769,440343.15498879505
139885,448067.43893026933
93808,512785.0142137286
10639,325222.05907317635
168611,587554.5679413276
167653,633536.593174342
123170,331394.38814616797
139150,316983.0817874922
62622,475682.9124324019
168689,890760.4691049245
18566,296770.3313420807
67121,256572.27763218665
119193,429974.8848516366
75320,509343.24877813715
185227,779892.846999154
59316,463050.1949111122
42962,310460.7326113193
51540,281775.9772346837
37927,355730.70380699623
85155,322640.474473771
148730,428634.4178076022
182768,613344.3493300069
21816,333191.6984524055
119821,427479.9822698499
53803,436013.33641106024
75672,548248.7869014449
164062,577079.1315394545
9801,700426.6826928398
90516,526303.8090764268
126543,380751.083791121
20563,194276.39791669842
173167,440198.3806086937
165546,701561.9795975519
140696,496027.5831152737
60885,483782.98758124025
71010,374961.31745682156
65245,409665.82653224457
7762,255221.99575800038
162332,447781.39351389295
132065,441669.8351387685
163315,548941.2632981497
94896,372580.6460465376
13990,449237.82367202494
86695,468229.8727819524
136032,691744.0256209499
181973,564856.0691638414
70720,1041743.1421333052
176320,702258.197770586
123988,631652.7081603676
75446,483146.08358919667
165520,454527.61951497354
95499,411348.9677519301
73362,427257.2280708449
115013,356900.7334425581
170250,556272.0412620206
117752,541722.0726924817
120534,593587.6855394632
43110,358413.45803159685
173316,545261.8028304953
163348,838259.8060100732
167196,533801.2675720388
8539,583506.1185921786
57416,503640.8918020121
147688,399910.31680209946
48843,263868.8723711551
123483,467908.26773903123
91781,347560.2615782139
57502,167098.4216908405
41380,486256.0898805541
71368,448384.1523836268
90332,381743.4473255105
56200,452544.79061291233
59273,502594.4730475399
59528,774954.57261606
142978,473870.4442843694
62463,423505.4417129572
151089,346646.803109379
159388,410721.94569588854
15000,333425.3215800261
124030,531147.7616635072
146762,404445.5627639537
32542,267261.5302603523
44504,392383.4737010949
154438,565370.5958702876
92711,432831.7212806854
26861,383157.1457188967
154130,516298.0561646108
108177,498711.16737036745
85561,366665.63945902477
29523,267453.60286760144
162190,598904.0923503868
137744,402276.3366504385
141614,425480.66336162674
154095,556983.0651352538
177433,711951.2819554838
16212,295769.1036978065
138324,508683.72952844354
179772,668226.5474763203
80229,532266.7073171564
146601,552364.8560748684
90354,405719.33342744387
16620,307330.75762799906
144520,431710.30424200796
43671,273536.5985626493
151379,428225.8133571265
43516,318325.3159685398
114780,415653.6125526
48679,473676.4343398527
23310,299923.9789565896
82078,775412.4800367362
161637,451971.9447300658
97266,378742.4834390142
25975,344574.4734133901
183280,756689.2848014733
143522,432270.54878144694
82873,385318.2022779701
111022,441003.9541570342
170004,479015.5633658922
149233,409170.5173591849
11335,232495.2424320204
178323,707489.6459720306
117545,449533.559047579
104197,467453.08332039264
114280,449098.7587144586
30527,327949.83177603653
42651,403375.8353896524
123646,414012.1744315321
72689,457469.01403521455
78646,448692.0264579141
50032,441002.9111831424
167436,733540.8043313718
25911,282101.53372031805
140037,421872.8116846156
117935,560809.0271865116
122922,379164.66325390653
28738,362969.6626156659
129413,424486.00310774497
65411,560106.2261047239
20519,235353.502941852
148799,511638.30834247463
96848,382652.50376047153
167854,441946.91345816205
90027,418579.23729745334
124583,375726.7624383819
123841,416320.79718163883
143815,550873.9078356076
100928,350992.02072513156
64554,434854.5105842743
27802,259991.8925621222
55996,293568.0504847872
168480,462834.41660184826
18511,329554.5834161242
7174,309063.97065762465
107447,361566.3360420612
109945,368916.31964372954
109304,553391.9274712203
33225,150199.37966374343
31504,276693.16731036454
85162,312984.4859932907
164868,449015.8988161514
102092,407977.46128198993
5618,325912.5978131291
45425,378631.3344214788
127376,443889.7774503904
156938,454130.6934353205
127635,480519.1880875521
111774,639254.722279038
141311,646555.4029966295
68733,397109.0271203612
171431,782175.2547513458
57288,286334.9251495766
147560,610929.1200300233
83283,504576.8509662975
180470,584813.7903617125
85424,430148.28681973694
30049,325101.1548772383
138841,485817.1704926019
138637,371859.5598623132
178178,747324.5590839547
69976,716104.9970087677
139744,539078.057394495
58256,278980.95240856765
104665,450894.03036465053
169191,546832.0638534892
55984,401538.28070781025
40354,400904.8762266023
59813,194294.38436202332
142178,365864.0057080498
104367,480566.13000903104
135075,374441.75431458245
16278,330552.7401280673
49191,414293.69058677915
95010,376022.392494699
179668,580511.97194699
111338,369895.4280609146
76006,425182.1868399269
106534,445570.76634311816
78933,743888.2324291326
76196,546933.1369938911
110996,481992.58196829143
145016,534512.1484836666
133526,447223.42271321296
67069,575346.4885627052
77499,317428.0208998301
51668,667460.7214377094
64752,473643.07688250695
148430,456295.11837895436
63329,331766.39900133514
173406,459818.9975462801
79182,400878.89437457826
139963,454006.75279291417
119727,312448.33919695986
14184,315655.1586095502
63325,647724.3067587077
69906,709989.8121299562
150715,369622.6618485078
10423,386361.63618271286
13226,215135.25893713097
166355,534602.7208129547
162216,507300.57380563754
43071,369100.9712206172
103161,481442.5966680915
168506,536054.883149321
30707,421316.2654525511
54877,439217.4548625108
77637,384619.03520073113
54304,317386.57638108917
71775,658871.4404068924
116543,288807.3825112188
18877,392228.76443519734
98865,411601.86728144705
169535,496184.0931248321
155674,336606.83367716114
46410,431798.97847547656
25354,343742.709238109
149242,335426.2996788339
156019,545948.7908467633
2372,204997.12264258432
167793,485954.0287786642
13539,392516.81172301376
96889,561964.2616926645
12180,208488.61814740283
30975,462802.0111034707
142091,699078.0836536945
141417,539790.1156092384
88385,560614.0892357084
118140,480001.51905108313
130703,416735.388456463
78738,450145.0736397012
31269,357692.3391942441
109042,455206.9574209116
48367,422726.77672167623
169027,463918.03751035
94564,339508.9915713734
69161,551562.0450174748
109455,636749.1686628659
102048,475163.6805867698
142061,620316.7270926053
80360,356756.7296179869
108330,444646.8338080515
45894,269430.07287061133
184619,722684.4465385153
44807,326392.5012687781
86934,368407.72478602454
99343,387612.9046211474
168916,523567.2355249449
89276,633787.4828057805
51815,309464.9012082343
125813,436590.5907650622
107171,399025.6713532391
154642,394701.5439679128
10072,315693.2247255121
68097,348559.9495143558
160821,524369.9987919896
19655,293009.5066112841
142752,437555.5725391281
36940,310289.1856531949
111126,391849.215026468
596,264961.06586231117
71019,401151.4385428458
4479,385460.192549528
55848,491048.12054184184
85188,503947.2077094148
125357,394468.9077385651
14647,294778.3108183767
162730,500166.1919917442
150653,443329.93263513123
120056,377819.02430019027
169156,606400.0940748596
67935,712250.3582079569
174388,634545.0690737101
182913,639272.330267819
54148,273381.7766785667
131866,603925.2628189742
149984,492802.3291938582
159985,493087.62444849993
95496,417603.2768870931
112843,378585.5742410924
49524,395553.6404349345
27369,253855.6799562221
30825,425669.4229859015
169753,704210.8298508325
92534,413284.16647631704
129225,425443.8503842291
13062,308825.11542033573
130722,548241.4112656747
134157,459666.7759844102
165859,517753.9165720949
66301,438702.1662984607
83618,475472.1676708413
107691,460609.79849960044
105232,422635.9321670644
48298,570023.2041435627
40648,315602.40838933503
71976,507954.59137474006
72896,634853.0357766171
74551,430644.7968932241
44973,329953.2910080626
29347,364632.0715881951
141919,470086.72959137516
106300,367267.8042870166
131980,475180.0481908779
133141,422989.033587007
3973,308483.3490388205
40519,319075.94812434947
180446,629482.1375831551
175025,545645.0250911056
75064,418461.4290363727
18793,385015.3234735473
149491,438738.4962129083
154754,478352.95677749265
132371,387042.830724893
134999,447720.6908121621
165322,560680.8515286341
108805,489095.6379631464
140691,529206.052944214
156367,458060.2637048341
85858,583065.5207597634
152700,458173.7013078183
185104,598862.1106294072
70218,456656.42483218474
10393,363621.81215070776
165123,522063.089538599
55106,396745.77609798417
88369,361996.8043218027
41779,533902.17224666
130816,407383.0887267896
31211,356525.5398965024
166757,731646.432320898
108437,366883.8312736432
185814,804432.4504592305
73304,403040.72237800434
148656,511562.2534168266
84559,348618.46437651303
151222,407153.6641141563
2069,294433.81834485906
182640,710390.872530341
157520,482479.2945274297
153201,527497.905050362
51319,363825.0711199201
167197,534180.4471793296
56328,765891.5490447758
7586,291660.6020392347
4962,634012.9967402283
17286,249565.05694697934
17996,295905.47689402144
136652,494325.10950327356
107533,360475.48593136715
35676,255987.94738829386
63528,416577.5242705509
88024,429828.11390310316
92245,446603.9669116528
121431,533932.4337289868
117675,383187.7140837833
134315,628296.3808002237
80382,383561.2632811972
5676,347579.00373388507
85834,432261.7655003246
7544,278503.6096612684
76545,467344.41366893856
182269,732392.3160370484
115301,406887.7147337146
184499,748246.2743291941
89274,807103.010093756
96978,462882.23999577045
22476,324173.56487379316
43684,342781.58719379903
103852,486009.03082895034
6660,281385.6686374913
149136,579214.2339451406
55623,301782.93734786706
154963,391257.97010963864
118607,392702.70353561407
66046,432652.3087935678
50815,405752.79128090595
88378,452814.10976488155
47559,398327.1460837032
96116,410788.7670872122
31651,284575.8721732965
141186,620235.9023694536
142321,802625.8925588605
47123,255714.2167108198
176333,633649.4089718764
3011,298043.4893939255
68006,577851.3624582195
183387,484855.23081270856
36465,333008.7030252964
39670,275809.74583055516
173044,474230.6894273176
7197,325064.67515896104
35841,285070.3911408847
185880,695140.2698931897
64929,729137.6008376358
99553,529498.7327185633
59246,199543.87228461955
122401,378962.6438972169
5750,318398.6174016984
54602,316029.60559902724
57503,185424.47769250162
139988,466401.8804917268
61441,861477.9307861514
3816,367723.19572685764
157223,537238.082978752
45836,352147.23289393936
155755,400163.65296721656
1314,256794.4064666723
172283,589238.4454150212
183939,708702.5332794911
102449,446913.73167429026
130038,416727.8333996999
69337,724849.2513133679
59437,329646.53699288407
100231,451479.8008544523
184320,581938.7569145121
121624,450681.6785223749
175778,525819.3716045029
49838,298734.0776852665
112596,390793.2759573456
92825,717947.9928781005
3175,558621.1932292058
20599,255444.4605231677
90059,502272.9872395961
8718,245639.38454194154
56904,676277.338459701
140415,408752.7818291873
45486,381869.760448019
72264,407482.47794976307
102129,420611.0975163551
5083,412501.8512642265
23403,392285.01950732013
57581,669809.0063609415
165475,475510.71940468554
88985,476337.10838978743
30967,439757.7409436353
19270,437608.9422025905
39924,273696.2849628665
52520,540011.9320283124
151658,353528.11471835955
145774,574834.776375736
52004,348114.05759530346
109232,393839.3511367923
32071,239763.56656306214
421,267051.8335419812
150070,472456.94217418495
157555,482196.66004835314
141514,330342.95686032844
137558,559833.9327255341
155571,423770.15943935164
162016,537116.4497991363
47743,348378.27139227255
42863,336884.9184122252
60316,371178.62061116146
119376,519860.88636761287
96534,436529.6870395184
97787,473198.77704008576
46854,279351.1526889858
131197,386128.7782363252
45750,347687.78279727953
75580,617628.2084347478
122938,502870.0904416826
24952,262417.44193717
8713,225666.17987386588
29044,300930.7151022366
33794,394318.6724170893
155354,570836.075428706
174630,644707.0102323198
357,217067.5791340347
52446,397115.96386036056
173530,499898.79415183107
9167,289805.410126745
2712,243929.71844713486
34228,390301.4227102645
14795,285373.9182545574
101108,506197.39354332286
182805,618269.2936424118
101314,460173.5699608111
71207,351665.2761699778
24463,343879.91481506417
161441,453786.9234367913
62066,299538.9269789466
140608,470801.84852960083
9901,279932.05904171075
167009,470922.5634349201
70131,348934.063696997
111696,598222.7726027262
69883,754046.3013102605
68434,415206.0055260686
10786,300221.6928031195
104011,491368.9494761696
108425,357227.8427931629
120804,397983.8373956621
26582,387131.7998074961
20975,421125.6408843117
134633,497836.34249432734
97941,448841.9890205333
107642,391943.2418811486
161902,484342.0832186927
100312,770598.7790805781
95448,389309.86530437693
21815,290908.2632322475
149382,681117.955149291
74108,718426.0796313438
123994,608571.0452833176
146443,486889.4476808241
108700,346832.2306700186
22001,430375.4749200862
74783,402714.523414984
119865,357223.1145848443
141913,398969.0915487872
74995,449655.41379054915
135235,322892.54021232063
48589,349892.7715413746
914,212238.7337699334
119943,423259.92167845636
99440,339682.9549657038
144341,616758.9009146723
97930,535312.3872039139
90951,390223.17862795916
131041,351744.86151757394
84731,465376.1535430434
135546,753847.4656219272
127448,472309.3215424296
61300,286765.929780541
63131,390924.27458019275
25238,340610.8651618728
180340,588863.8230806914
99506,350694.7919142293
183854,713592.493844501
94910,442719.0218042616
44500,290022.82278680353
63085,390584.8088401775
164640,763580.9041594116
16313,344363.2204524531
132985,433704.0094694913
101842,317972.89975491655
5938,521198.54907241167
